ID,CATEGORY
248183,b
317898,b
354728,b
17877,b
343714,b
273982,b
218816,b
13454,b
386989,b
68207,b
242465,b
72167,b
91921,b
63800,b
207976,b
150505,b
318335,b
4115,b
361484,b
99057,b
147170,b
419744,b
140429,b
116586,b
141408,b
260162,b
300910,b
128867,b
175509,b
169834,b
26452,b
255686,b
3144,b
233842,b
8800,b
80018,b
340677,b
243016,b
78753,b
96830,b
215206,b
253659,b
194977,b
298218,b
243540,b
221560,b
413086,b
24343,b
403479,b
403497,b
400625,b
384429,b
332637,b
268053,b
16891,b
100439,b
249708,b
125244,b
135604,b
135914,b
398617,b
27324,b
194431,b
415080,b
260506,b
379555,b
124661,b
227930,b
365486,b
64759,b
249453,b
2503,b
30379,b
347848,b
273502,b
102015,b
136648,b
359122,b
33762,b
298555,b
25681,b
211194,b
199951,b
357151,b
314712,b
273641,b
393324,b
7717,b
182898,b
240996,b
34406,b
353971,b
335728,b
191024,b
261501,b
130,b
348491,b
98956,b
319789,b
146504,b
286874,b
167578,b
81120,b
211459,b
207364,b
342412,b
345716,b
39136,b
370047,b
204351,b
19842,b
126067,b
210813,b
63502,b
202684,b
151203,b
188909,b
197895,b
385205,b
273900,b
36914,b
193881,b
408287,b
123269,b
17258,b
249704,b
343387,b
160840,b
214550,b
47245,b
36371,b
395742,b
292707,b
52533,b
417900,b
263167,b
119988,b
401119,b
232154,b
90087,b
146593,b
28137,b
298465,b
179138,b
236570,b
335693,b
120109,b
360917,b
406005,b
127944,b
5769,b
274099,b
412452,b
172954,b
374449,b
219039,b
228716,b
314654,b
34774,b
335474,b
351102,b
26833,b
189687,b
376596,b
175530,b
220207,b
226699,b
263141,b
223426,b
151344,b
349124,b
290688,b
320758,b
281212,b
165972,b
17066,b
306082,b
129212,b
149349,b
38182,b
199049,b
23411,b
296797,b
155035,b
243865,b
232739,b
409792,b
350230,b
30721,b
162808,b
87345,b
145665,b
377225,b
336731,b
220918,b
135515,b
381797,b
163344,b
278230,b
86150,b
15678,b
235979,b
121439,b
232814,b
26109,b
255199,b
70552,b
8950,b
339670,b
242209,b
418937,b
230085,b
107323,b
63506,b
384668,b
141919,b
122841,b
290812,b
361802,b
275252,b
157839,b
234685,b
331162,b
235237,b
201927,b
123761,b
30796,b
258548,b
155034,b
83007,b
141308,b
310870,b
69661,b
394684,b
173172,b
211040,b
323979,b
154729,b
417925,b
118944,b
17418,b
388230,b
90103,b
174394,b
312986,b
386075,b
261007,b
173044,b
289535,b
35217,b
407398,b
410047,b
366822,b
406291,b
122213,b
103037,b
136938,b
233361,b
385233,b
327788,b
132512,b
238673,b
136484,b
119092,b
164066,b
216745,b
233200,b
351570,b
213661,b
137790,b
103898,b
300338,b
149402,b
417781,b
315351,b
147299,b
265081,b
395991,b
214225,b
329968,b
242183,b
216752,b
262151,b
203364,b
221071,b
118419,b
208086,b
406015,b
180537,b
59818,b
392630,b
298028,b
15860,b
243911,b
326870,b
366494,b
50689,b
189309,b
354169,b
180696,b
363126,b
392692,b
70427,b
316908,b
205995,b
366477,b
3196,b
43545,b
330714,b
386740,b
207626,b
43735,b
18416,b
75669,b
128305,b
140468,b
288281,b
286958,b
207027,b
307694,b
71228,b
160564,b
232646,b
12894,b
401894,b
202426,b
397772,b
301690,b
124656,b
252891,b
382410,b
52291,b
139024,b
410240,b
263290,b
12245,b
48320,b
55282,b
50857,b
337924,b
386163,b
326728,b
404630,b
267087,b
256739,b
45623,b
75594,b
388629,b
192539,b
165264,b
46939,b
285094,b
280002,b
153894,b
381761,b
162289,b
392470,b
268226,b
278415,b
116144,b
129327,b
248727,b
257404,b
126407,b
242284,b
50507,b
75333,b
192045,b
413140,b
59532,b
175532,b
53616,b
256786,b
81367,b
42610,b
44724,b
170890,b
288621,b
53581,b
344416,b
238305,b
139162,b
99000,b
152519,b
283426,b
50698,b
387502,b
105868,b
375485,b
340934,b
391631,b
5231,b
218105,b
99282,b
313867,b
84964,b
209446,b
62233,b
139491,b
174895,b
270773,b
87653,b
256691,b
283465,b
316368,b
278515,b
171874,b
96265,b
317523,b
3669,b
355933,b
168175,b
142792,b
364568,b
34593,b
288480,b
166816,b
148228,b
209812,b
30473,b
321083,b
339204,b
38326,b
369283,b
321526,b
23237,b
63688,b
419279,b
313966,b
46997,b
233117,b
288433,b
115849,b
88457,b
205888,b
30807,b
37624,b
89437,b
182873,b
108836,b
188183,b
78614,b
132279,b
236786,b
296269,b
234553,b
7903,b
370816,b
72275,b
230428,b
204240,b
205574,b
187242,b
267278,b
63214,b
254551,b
363594,b
66031,b
197669,b
400817,b
211023,b
148568,b
94585,b
151642,b
36345,b
134159,b
361147,b
152781,b
140529,b
87282,b
98008,b
238269,b
173816,b
134504,b
62436,b
310502,b
70864,b
267023,b
144055,b
178297,b
368083,b
223568,b
339377,b
177235,b
37819,b
198942,b
37297,b
417419,b
20794,b
66018,b
198188,b
143186,b
244181,b
175405,b
153948,b
346272,b
415599,b
88277,b
394931,b
404285,b
136035,b
321998,b
20217,b
358064,b
118074,b
29535,b
92607,b
242721,b
11416,b
41960,b
208154,b
177998,b
92140,b
288076,b
18551,b
226775,b
278751,b
303440,b
75945,b
73395,b
235477,b
220033,b
172907,b
123727,b
9579,b
196042,b
2299,b
141516,b
9813,b
137319,b
297488,b
303384,b
141349,b
296703,b
43760,b
35842,b
15615,b
227629,b
176770,b
207047,b
239186,b
101213,b
163493,b
131040,b
2170,b
413516,b
184749,b
308030,b
205542,b
406329,b
80750,b
74527,b
262928,b
116096,b
191449,b
324012,b
36718,b
281395,b
397846,b
412395,b
116399,b
291384,b
201057,b
220615,b
1309,b
410563,b
402726,b
45561,b
370137,b
383364,b
215440,b
143686,b
223771,b
28410,b
419667,b
287168,b
197568,b
330911,b
118678,b
60121,b
45165,b
165982,b
147912,b
195398,b
62254,b
355471,b
185697,b
382644,b
349499,b
21839,b
375727,b
365885,b
90569,b
406600,b
110272,b
174028,b
197203,b
70537,b
142913,b
3546,b
356904,b
275282,b
327708,b
205014,b
105391,b
377523,b
173053,b
296473,b
61615,b
306153,b
392363,b
357609,b
368230,b
203477,b
373167,b
60158,b
206456,b
823,b
73083,b
46035,b
120592,b
310725,b
344029,b
159833,b
230469,b
374051,b
337011,b
102561,b
25031,b
52521,b
78562,b
241870,b
206954,b
384219,b
253962,b
311159,b
266630,b
307150,b
14197,b
233453,b
331842,b
298322,b
140688,b
358977,b
148291,b
363205,b
77558,b
389313,b
417033,b
124131,b
69567,b
239896,b
221898,b
25675,b
149054,b
375252,b
146880,b
412504,b
348536,b
284147,b
284622,b
177062,b
372336,b
384155,b
86780,b
174652,b
358060,b
179441,b
90176,b
360326,b
138002,b
56338,b
201100,b
391131,b
157907,b
255787,b
66330,b
357074,b
310108,b
32340,b
285519,b
198472,b
68877,b
94276,b
237879,b
385865,b
181998,b
100470,b
200415,b
326964,b
255021,b
406776,b
20353,b
76573,b
186284,b
232883,b
234554,b
329625,b
305761,b
381601,b
133723,b
224640,b
189979,b
118608,b
371665,b
359679,b
231167,b
106184,b
294488,b
156063,b
24767,b
137373,b
168905,b
347540,b
277182,b
294918,b
108119,b
216725,b
248978,b
290073,b
419302,b
120557,b
269379,b
348091,b
5224,b
378372,b
221242,b
73323,b
49465,b
364338,b
399260,b
232686,b
242771,b
376711,b
244229,b
91390,b
21342,b
276481,b
162961,b
381100,b
389801,b
120860,b
2812,b
147620,b
336165,b
37208,b
267091,b
332304,b
97968,b
85015,b
108059,b
212688,b
154309,b
298635,b
187382,b
76824,b
26714,b
179652,b
186365,b
202541,b
217876,b
25046,b
189515,b
36833,b
256268,b
407151,b
409620,b
167527,b
102011,b
104571,b
190325,b
216976,b
389160,b
134028,b
348884,b
361425,b
95095,b
333515,b
323455,b
137144,b
378406,b
153237,b
85676,b
97726,b
124988,b
62353,b
346294,b
37738,b
266167,b
317157,b
36014,b
30791,b
23560,b
160575,b
272651,b
44611,b
415185,b
283869,b
131380,b
226122,b
328339,b
20873,b
139747,b
346494,b
138087,b
292619,b
329480,b
304346,b
10171,b
156397,b
218384,b
160163,b
275323,b
305757,b
140130,b
307207,b
332165,b
32890,b
312746,b
24288,b
313530,b
60262,b
365153,b
94945,b
395557,b
235471,b
343566,b
308300,b
364750,b
245532,b
84415,b
249668,b
164662,b
414848,b
166473,b
166516,b
189264,b
35758,b
77154,b
78382,b
294822,b
366170,b
310204,b
11208,b
29524,b
208113,b
26435,b
331670,b
320289,b
363012,b
308309,b
95298,b
332817,b
209189,b
179451,b
258792,b
292451,b
254195,b
9259,b
368125,b
279644,b
85414,b
46921,b
147482,b
290606,b
93100,b
254293,b
184309,b
136036,b
202448,b
16044,b
65081,b
190680,b
297355,b
82697,b
372051,b
226047,b
170776,b
227644,b
239241,b
145826,b
130747,b
23356,b
79214,b
92017,b
401379,b
141900,b
279766,b
316103,b
269046,b
229673,b
182132,b
371706,b
364770,b
110525,b
18871,b
295869,b
171642,b
335824,b
319943,b
222909,b
174749,b
196485,b
258653,b
116115,b
93870,b
263914,b
129405,b
355665,b
347332,b
127259,b
322852,b
295612,b
37786,b
166370,b
109249,b
244933,b
128613,b
300474,b
346971,b
237836,b
83625,b
179465,b
402618,b
130341,b
166995,b
68113,b
377328,b
399506,b
98884,b
185739,b
117670,b
278015,b
100785,b
479,b
43872,b
407834,b
312205,b
159742,b
117981,b
277584,b
354817,b
283022,b
383402,b
369790,b
362413,b
148734,b
410546,b
240041,b
161935,b
303738,b
165998,b
117766,b
134166,b
92959,b
295950,b
16945,b
182,b
147788,b
328697,b
274188,b
395115,b
233561,b
289622,b
12475,b
333881,b
260797,b
197595,b
234714,b
239907,b
291134,b
133353,b
331921,b
211181,b
277475,b
163116,b
416568,b
208024,b
346275,b
366479,b
306052,b
235440,b
38581,b
189898,b
255178,b
227638,b
92350,b
113733,b
407401,b
36635,b
217430,b
176240,b
41719,b
321705,b
362077,b
320240,b
360405,b
328036,b
98817,b
49842,b
358794,b
391975,b
181660,b
138987,b
40191,b
363013,b
409176,b
110217,b
50748,b
256735,b
10049,b
383193,b
105549,b
415525,b
343796,b
355188,b
205764,b
283329,b
181034,b
337471,b
373597,b
148116,b
415677,b
349804,b
36389,b
359057,b
55426,b
183608,b
223062,b
410511,b
43273,b
177161,b
332767,b
400655,b
271079,b
256720,b
366509,b
411847,b
11071,b
170525,b
271347,b
244182,b
31000,b
73415,b
338877,b
370844,b
83403,b
116897,b
391333,b
27470,b
138520,b
342253,b
84716,b
291037,b
237854,b
96502,b
95592,b
287524,b
32972,b
103957,b
355391,b
97932,b
297176,b
315337,b
296259,b
162889,b
169429,b
110468,b
355855,b
188830,b
21515,b
182138,b
365074,b
172470,b
371424,b
404897,b
45874,b
72113,b
5094,b
6686,b
256776,b
80306,b
344157,b
331294,b
11068,b
398687,b
279166,b
102769,b
43501,b
213058,b
66740,b
65347,b
62562,b
274396,b
387832,b
340923,b
127490,b
141725,b
158491,b
73677,b
71942,b
366128,b
25493,b
383327,b
261236,b
399405,b
257533,b
304950,b
30154,b
165141,b
186549,b
399111,b
413490,b
180964,b
266530,b
237973,b
608,b
94232,b
187243,b
183885,b
305901,b
51086,b
188325,b
359374,b
38075,b
124454,b
267524,b
289404,b
45739,b
383781,b
195682,b
33904,b
122111,b
67497,b
185865,b
11712,b
295294,b
220915,b
392631,b
358929,b
59307,b
157086,b
287725,b
156632,b
61239,b
418456,b
338742,b
409723,b
310866,b
272824,b
209287,b
291020,b
143216,b
345125,b
303199,b
78277,b
225881,b
142077,b
177423,b
44070,b
145753,b
20496,b
154187,b
406895,b
306756,b
269689,b
160506,b
329467,b
414383,b
352368,b
277973,b
403382,b
325819,b
329725,b
100942,b
270884,b
78296,b
114118,b
15157,b
173004,b
197100,b
41827,b
190310,b
261983,b
185933,b
119639,b
162424,b
88101,b
406112,b
376418,b
313807,b
248712,b
422812,b
373204,b
382446,b
212387,b
300020,b
93014,b
175417,b
343466,b
73783,b
242640,b
247995,b
365022,b
187027,b
287558,b
197130,b
237453,b
304581,b
266778,b
172665,b
363886,b
417441,b
270147,b
94474,b
327814,b
362863,b
97731,b
323377,b
235410,b
81032,b
307883,b
6530,b
178315,b
109330,b
362169,b
23898,b
386818,b
70613,b
379766,b
335696,b
357716,b
361713,b
254344,b
252537,b
1795,b
46894,b
413738,b
293649,b
220686,b
405419,b
78861,b
165296,b
358790,b
32967,b
134333,b
67873,b
236823,b
309775,b
325972,b
353838,b
138944,b
156652,b
394749,b
153392,b
89191,b
52103,b
374374,b
89154,b
156281,b
394255,b
108500,b
50170,b
322234,b
334914,b
317467,b
88473,b
359758,b
372154,b
413207,b
414313,b
353456,b
392046,b
30173,b
288186,b
47003,b
144884,b
47160,b
234046,b
49989,b
187715,b
58685,b
218671,b
362715,b
55904,b
63428,b
82383,b
420752,b
28571,b
386164,b
44353,b
185912,b
10265,b
204697,b
405055,b
214328,b
169605,b
310790,b
188547,b
218049,b
404755,b
121756,b
39379,b
301132,b
44052,b
31220,b
6740,b
30984,b
187226,b
150618,b
283717,b
69793,b
294030,b
405697,b
188079,b
418822,b
274293,b
302941,b
178732,b
345126,b
94534,b
40656,b
404115,b
308776,b
71386,b
391740,b
146566,b
43059,b
376492,b
118089,b
193143,b
11161,b
50439,b
126668,b
274066,b
164049,b
238206,b
371074,b
410657,b
299179,b
171742,b
205780,b
141968,b
209782,b
94707,b
383786,b
114822,b
77496,b
152266,b
313437,b
197328,b
296985,b
421872,b
54751,b
376678,b
164766,b
194331,b
269251,b
411149,b
220593,b
370430,b
113838,b
392140,b
87546,b
609,b
292185,b
328947,b
8975,b
121985,b
261949,b
49450,b
349905,b
237330,b
5143,b
336306,b
347119,b
33670,b
153984,b
41837,b
117130,b
310947,b
111032,b
43763,b
189974,b
256126,b
243139,b
162831,b
223615,b
22312,b
282167,b
136727,b
5638,b
49456,b
374728,b
224880,b
96180,b
105508,b
156836,b
385222,b
408751,b
406772,b
173075,b
385845,b
167009,b
82810,b
422121,b
314353,b
360489,b
282975,b
116054,b
398315,b
381674,b
331152,b
318593,b
419556,b
14302,b
308927,b
250393,b
115213,b
247288,b
42217,b
82534,b
143605,b
338450,b
30468,b
67628,b
59519,b
321373,b
145497,b
153583,b
274941,b
174147,b
85234,b
87939,b
121464,b
239953,b
310726,b
319067,b
13779,b
37077,b
105690,b
401276,b
377099,b
419070,b
89029,b
183135,b
29233,b
274679,b
1593,b
313573,b
140160,b
145639,b
341900,b
248462,b
251563,b
13021,b
131363,b
314606,b
405135,b
375562,b
265390,b
251196,b
129782,b
20136,b
251129,b
323762,b
158133,b
62781,b
294538,b
177068,b
65577,b
178074,b
174342,b
144119,b
175263,b
198997,b
375137,b
206468,b
197221,b
373376,b
215366,b
385930,b
64396,b
210312,b
79945,b
152145,b
5520,b
196653,b
46129,b
342981,b
99615,b
52049,b
256027,b
275279,b
413261,b
209609,b
212034,b
366383,b
181653,b
52614,b
55129,b
92217,b
7254,b
241973,b
414987,b
113350,b
47004,b
234757,b
137094,b
203302,b
320058,b
402255,b
107934,b
355161,b
172486,b
13166,b
202069,b
107255,b
153805,b
164418,b
198524,b
106644,b
9956,b
18024,b
234669,b
369205,b
210048,b
256445,b
41863,b
160663,b
270337,b
254006,b
122200,b
203552,b
282615,b
417015,b
270637,b
157234,b
236340,b
195501,b
215621,b
133518,b
229229,b
315492,b
246377,b
54398,b
263094,b
234451,b
422045,b
173257,b
69289,b
383945,b
385786,b
259403,b
194892,b
391325,b
33046,b
322836,b
119117,b
305281,b
43228,b
169410,b
146363,b
406585,b
296339,b
97513,b
159689,b
405700,b
254832,b
57524,b
410484,b
207196,b
187922,b
389093,b
354592,b
253642,b
67894,b
232250,b
349810,b
320244,b
225767,b
218844,b
122327,b
8264,b
334138,b
312338,b
3708,b
15663,b
236260,b
349187,b
362398,b
247544,b
106590,b
220225,b
398333,b
241909,b
48900,b
395500,b
85405,b
197962,b
25992,b
88624,b
269599,b
380748,b
334098,b
366568,b
330307,b
122584,b
333113,b
334173,b
228123,b
61180,b
322715,b
234996,b
314031,b
165204,b
158565,b
205979,b
390276,b
76784,b
88171,b
372315,b
382940,b
30074,b
26038,b
152417,b
87856,b
146583,b
394480,b
173062,b
19497,b
254230,b
296086,b
97781,b
88810,b
118551,b
287187,b
280336,b
282140,b
14053,b
388137,b
133950,b
126964,b
343821,b
161420,b
183587,b
119999,b
374325,b
50341,b
373699,b
261467,b
222810,b
67288,b
125615,b
230959,b
386540,b
198122,b
239931,b
271999,b
222888,b
100510,b
381767,b
239876,b
370699,b
184991,b
61629,b
308810,b
261886,b
102094,b
303841,b
22549,b
118548,b
110138,b
74930,b
60471,b
252422,b
303063,b
345800,b
215876,b
290929,b
86081,b
302916,b
307259,b
318140,b
109497,b
184170,b
400645,b
141533,b
144488,b
172804,b
275337,b
373116,b
255389,b
201881,b
245762,b
245589,b
116422,b
290847,b
177216,b
117667,b
271596,b
175301,b
65707,b
186509,b
404207,b
335016,b
24737,b
232704,b
218739,b
147470,b
244971,b
7433,b
321499,b
350283,b
282600,b
220941,b
189453,b
119365,b
411039,b
240619,b
227593,b
86180,b
59908,b
393556,b
129571,b
394133,b
256895,b
48752,b
313500,b
375210,b
36051,b
10118,b
186434,b
78049,b
107174,b
157646,b
123620,b
287208,b
169054,b
183574,b
401456,b
283330,b
139673,b
387508,b
330769,b
355659,b
128935,b
171782,b
248375,b
212180,b
284726,b
157187,b
279793,b
10082,b
321341,b
45709,b
312243,b
387550,b
319339,b
101869,b
208539,b
103859,b
78622,b
27694,b
421659,b
221981,b
22046,b
139702,b
265909,b
64708,b
383679,b
113421,b
213050,b
97070,b
306103,b
85485,b
112409,b
353292,b
92778,b
416497,b
268649,b
321184,b
46107,b
227226,b
377700,b
98878,b
123195,b
332063,b
153853,b
188856,b
124467,b
13650,b
162652,b
238810,b
153347,b
300978,b
41828,b
151714,b
369787,b
323042,b
88427,b
303369,b
287828,b
171047,b
214418,b
80437,b
35864,b
330197,b
11459,b
209467,b
239310,b
373671,b
172452,b
175138,b
401313,b
300044,b
242377,b
322088,b
282243,b
11266,b
140423,b
327432,b
350559,b
324136,b
370722,b
203370,b
35517,b
346248,b
25625,b
388124,b
240168,b
287313,b
267743,b
12823,b
201777,b
14733,b
357024,b
330547,b
406038,b
251272,b
302520,b
159324,b
277727,b
19365,b
94059,b
116767,b
120506,b
409553,b
420010,b
285033,b
105565,b
125015,b
417738,b
187626,b
31921,b
258668,b
88443,b
16829,b
324156,b
104319,b
136940,b
77774,b
176904,b
110718,b
89495,b
347627,b
304786,b
234628,b
78541,b
220171,b
235222,b
86086,b
390030,b
108021,b
146977,b
170824,b
265646,b
6240,b
331480,b
102377,b
394990,b
226200,b
326445,b
137965,b
384157,b
245091,b
22110,b
232098,b
415344,b
140191,b
363564,b
264257,b
342527,b
27410,b
125088,b
187159,b
241685,b
394823,b
137511,b
232922,b
149546,b
238149,b
96883,b
353260,b
58646,b
92682,b
240926,b
200556,b
198118,b
326104,b
393276,b
92004,b
97038,b
368763,b
246426,b
228558,b
94807,b
355720,b
365548,b
267590,b
160777,b
230877,b
46524,b
326823,b
84052,b
27344,b
67498,b
144894,b
350939,b
103906,b
318010,b
370489,b
403258,b
257217,b
394329,b
14091,b
137777,b
340779,b
269060,b
328027,b
310480,b
244905,b
31351,b
230914,b
419124,b
16716,b
223155,b
4382,b
303098,b
156727,b
299096,b
345543,b
79844,b
183487,b
165121,b
191632,b
65340,b
236903,b
341308,b
73274,b
326144,b
236924,b
193315,b
380430,b
205579,b
419790,b
96010,b
170676,b
47971,b
225906,b
39713,b
138761,b
112511,b
123803,b
96168,b
199378,b
377076,b
380685,b
313140,b
190603,b
62378,b
221593,b
315516,b
224688,b
173678,b
162773,b
147968,b
361383,b
351497,b
139067,b
382658,b
159787,b
3016,b
201040,b
171910,b
3599,b
309997,b
331566,b
36814,b
142182,b
332162,b
327663,b
142561,b
405964,b
140843,b
264984,b
88189,b
101202,b
120970,b
52460,b
135022,b
255319,b
299924,b
80696,b
354499,b
129527,b
139610,b
320579,b
245719,b
392327,b
63319,b
170682,b
236428,b
114390,b
298715,b
422380,b
356196,b
362591,b
26195,b
393164,b
187837,b
123945,b
231817,b
376224,b
358782,b
149419,b
260102,b
215102,b
54841,b
206760,b
382859,b
30021,b
24257,b
240991,b
416919,b
70598,b
23159,b
214457,b
359836,b
3999,b
182078,b
403077,b
376220,b
66620,b
111975,b
96088,b
206882,b
143938,b
375172,b
40820,b
196390,b
349108,b
297916,b
354202,b
142141,b
412710,b
87130,b
362176,b
251005,b
118219,b
63064,b
177335,b
384113,b
314651,b
233272,b
315644,b
239921,b
342361,b
301069,b
181999,b
247785,b
82802,b
288811,b
390961,b
123608,b
2131,b
98200,b
70250,b
35695,b
299905,b
274849,b
201226,b
330468,b
235987,b
345423,b
311615,b
281112,b
127374,b
2179,b
362113,b
307605,b
266728,b
215871,b
384851,b
387539,b
77628,b
226515,b
66702,b
122507,b
263608,b
332196,b
112421,b
31425,b
248421,b
235885,b
248526,b
181324,b
36701,b
266382,b
45934,b
89961,b
182622,b
269262,b
191804,b
135099,b
273607,b
114601,b
245481,b
315788,b
255526,b
26266,b
148410,b
193087,b
184147,b
192131,b
391295,b
231887,b
59589,b
188566,b
204304,b
98663,b
366642,b
217017,b
389226,b
74792,b
282445,b
421751,b
152998,b
417573,b
142383,b
49122,b
123386,b
276118,b
41009,b
236157,b
330877,b
129681,b
313129,b
202880,b
228834,b
244329,b
375752,b
19516,b
313701,b
392991,b
128772,b
6969,b
196145,b
204952,b
302071,b
204939,b
46657,b
336075,b
126453,b
192417,b
148909,b
117879,b
239214,b
179849,b
59386,b
73852,b
143453,b
293121,b
361642,b
169636,b
217719,b
324132,b
329324,b
4899,b
64383,b
335874,b
196547,b
319857,b
310335,b
374081,b
386862,b
172197,b
128525,b
94591,b
214582,b
172412,b
417267,b
414511,b
2750,b
230714,b
345465,b
267193,b
375457,b
34783,b
413376,b
125891,b
67531,b
112884,b
113416,b
45440,b
185303,b
415989,b
7171,b
129759,b
304246,b
190719,b
39095,b
229351,b
207017,b
136360,b
107012,b
228301,b
389136,b
107995,b
35645,b
116338,b
418356,b
310966,b
53549,b
149123,b
235668,b
99327,b
275611,b
83445,b
333859,b
126586,b
278267,b
208948,b
320997,b
333173,b
38109,b
61213,b
64901,b
199388,b
243140,b
304645,b
404922,b
13877,b
369781,b
296409,b
212333,b
122780,b
81181,b
196953,b
73854,b
249242,b
146215,b
345330,b
271555,b
270822,b
371451,b
336430,b
358370,b
352176,b
403592,b
401976,b
415262,b
256231,b
293094,b
87794,b
405223,b
331288,b
408453,b
399089,b
55758,b
26288,b
150978,b
174362,b
148542,b
157362,b
345192,b
186165,b
408654,b
379921,b
300833,b
343906,b
306040,b
63980,b
176616,b
153049,b
360705,b
162189,b
225973,b
296561,b
406025,b
63021,b
104605,b
2695,b
74181,b
297508,b
398406,b
194059,b
251580,b
373590,b
37964,b
223399,b
1852,b
347285,b
272726,b
291929,b
367334,b
312335,b
411238,b
238186,b
146021,b
170760,b
36452,b
146948,b
422206,b
299584,b
421262,b
228390,b
155156,b
321527,b
335395,b
86537,b
262266,b
116271,b
265950,b
120470,b
325282,b
211048,b
285652,b
85216,b
145601,b
375141,b
200137,b
123753,b
1983,b
59578,b
289834,b
177539,b
141959,b
149972,b
222346,b
25015,b
333611,b
166946,b
296306,b
90458,b
137665,b
116967,b
245398,b
27272,b
158023,b
229681,b
119070,b
321440,b
354355,b
409415,b
13963,b
305691,b
242077,b
283044,b
99572,b
283625,b
19145,b
18349,b
251412,b
381079,b
283620,b
373513,b
316927,b
28973,b
315377,b
346321,b
418783,b
281285,b
232370,b
103181,b
413197,b
168070,b
150432,b
345744,b
249953,b
82940,b
61098,b
396382,b
55391,b
227209,b
415464,b
7872,b
162848,b
287920,b
308868,b
190266,b
283857,b
329369,b
341426,b
255820,b
295393,b
1157,b
256287,b
167446,b
56990,b
283558,b
306306,b
50440,b
280427,b
335256,b
141608,b
74100,b
408265,b
85263,b
255532,b
106360,b
230163,b
276487,b
308931,b
142938,b
410711,b
379424,b
144590,b
86643,b
86240,b
140514,b
109752,b
419121,b
177293,b
414762,b
13492,b
369684,b
140339,b
383336,b
228298,b
3750,b
155321,b
245224,b
342373,b
201465,b
112745,b
203269,b
237643,b
31100,b
314937,b
346781,b
422102,b
91478,b
182489,b
137775,b
151028,b
18742,b
172948,b
30755,b
245382,b
998,b
120874,b
222497,b
385897,b
94540,b
422591,b
164743,b
383258,b
202122,b
27939,b
382025,b
149489,b
86274,b
151329,b
112781,b
384283,b
331092,b
363970,b
206545,b
148703,b
59780,b
193990,b
403863,b
256348,b
327868,b
405327,b
407688,b
173383,b
371438,b
206092,b
323195,b
242294,b
280495,b
6808,b
204647,b
205151,b
329692,b
290175,b
252785,b
204452,b
68832,b
418116,b
28291,b
161952,b
89219,b
13778,b
101356,b
364252,b
43710,b
222160,b
214313,b
340878,b
61329,b
966,b
168554,b
159613,b
76745,b
141339,b
33121,b
74535,b
167781,b
364003,b
241190,b
123346,b
404708,b
159127,b
329647,b
227459,b
204277,b
77213,b
248679,b
14783,b
280058,b
102898,b
210491,b
267280,b
124701,b
266567,b
222065,b
342481,b
220155,b
402509,b
270580,b
221185,b
370707,b
297270,b
261266,b
172612,b
181569,b
368574,b
78279,b
386727,b
127700,b
73834,b
67750,b
251654,b
6342,b
72826,b
149668,b
232081,b
73416,b
128610,b
118674,b
331595,b
356698,b
370847,b
133406,b
350847,b
230699,b
76112,b
336527,b
328571,b
19202,b
194673,b
7128,b
362420,b
273795,b
175850,b
314233,b
349771,b
420308,b
7279,b
63075,b
275609,b
351534,b
279985,b
313335,b
131823,b
217716,b
